,artist_name,title,album,lyrics,date,url
25,Valete,10 anos,---,"Yeah, este som é versão oficial da faixa que se chama dez anos
Saiu uma versão p'a net que era apenas um esboço
Um gajo gravou com a voz toda fodida
Nem sei como é que essa merda foi parar à net
Se 'tiverem esse som deitem fora
Ou quem fez upload do som no youtube, ou noutro sítio qualquer
Apaguem a cena
A cena 'tá bosta, man era só uma demo
Esta é a versão oficial, hmhm 10 anos
Right at, ahah, right at 10 anos

Yo, este som é dedicado a todos os manos que 'tão a dizer
Que o meu rap tá a ficar muito erudito
Que 'tá a ficar eloquente demais
Se querem ouvir rappers burros oiçam rappers burros
Mas não fiquem a ostracizar o nigga que quer
Cuspir com mais knowledge
O nigga que que cuspir com mais elevação
Vai cheirar a peida do teu pai
P'a sentires a merda d'onde tu vieste man, fuck y'all niggas

Agora dizem que sou intelectual demais p'a fazer rap
Que esses putos do hip-hop só curtem rap analfabeto
Desabrocha Almeida Garrett em cada mic aberto
Precisavas de 17 cérebros para absorver o meu intelecto
Cuspo tão complexo, manos pensam que é um dialeto
Cuspo versos que envergonham o teu rapper predileto
Quando activo o set mental eu faço surgir o pack verbal
Com linhas de rap letal, mordaz e insurrecto
Eu sou Moisés, eu quero vida eterna no Sinai
Espero pela minha glória como espera um Samurai
Niggas sabem que é o Viris quando a rima enferma sai
A história de liricísmo nasceu no esperma do meu pai
E trouxe a Kimahera pa esta nova era, atmosfera cai
Vem Valetosfera impera no teu hi-fi
Valete dilacera sempre que traz a rima Muay Tai
Abro crateras quando me transformo em Super Einstein
Sou uma pantera para a tua noiva, nigga (ai, ai)
Dou-lhe a versão fera de Halloween e ela fly fly
Já não é o rap dos teus dreams é mais um drive-by
Eu não rimo po mainstream eu faço o Zeightgeist
Soa a evolução com o mc Valete, a inspiração
Arrumei a tua geração só com maquetes de iniciação
Desde 97 que eu sou muito phat p'ra competição
Eu 'tou a anos-luz, vocês inertes na escuridão
Tsunamis encaminho p'ra esses rappers que eu Katrino
Não percebes o Hip-Hop, até estudares o DNA do Bambino
Viris é o mais felino, categórico e repentino
Atómico e libertino, histórico como Al Pacino
Metódico e serpentino, eufórico quando extermino
Difamas, levas estrume bem grosso, como intestino
E desde 97 pensou-se que eu não ceifava quem fosse
E não deixava sem osso, qualquer suíno
Fiz tudo aquilo sem esforço, até o mais céptico sentou-se
Insonso e todo dengoso, foi genuíno
Estuda a força dos movimentos que eu liderei
Mc como eu, só quando eu fizer um filho com a Jean Grae
Eu vinquei a minha marca no hip-hop e pimpei
Os meus niggas de Moz diriam que o teu rap é maningue Gay
Eu linchei mc's deixei-os de saias e babetes
Levas vaias em paletes, és cobaia p'o meu rap
Rimo com Mc's, tipo Azagaia e Mc Xeg
Não és da laia dos mais líricos só porque bytas o Valete
Isso que tu fazes é só waia waia, não tem nexo
Olha o fire no meu rap, sou Damaia till I'm dead
Agora és grande porque fumas kaia com os teus dreads
Tu no kaia e eu a papar a tua catraia sem afeto
O meu rap bate forte, desdas Olaias ao teu beco
Se queres raia vem até ao cimo dos Himalaias onde eu rappo
Eu fiz o meu buzz a espalhar flyers lá no metro
E a cuspir com mais veneno que manos paiam nos projects
Estatuto é lendário desde Gaia a Budapeste
Eles vaiam, mas eu como-os como papaias e croquetes
Insistem p'a que quanto mais ensaiam ficam wacks
Vocês malham no abstracto eu espero que caiam no concreto
Saiam desse projecto, vão para a praia vender caps
Sobressaiam como o rabo da Blaya num Boom Clap
Críticos! Acham que o rap é só beats e que a rima é coisa pouca
Então avaliem a produção da minha piça na vossa boca
Essa ideia só pode sair duma cabeça ociosa e oca
Isso é o mesmo que ir a Chelas dizer:
""Eu quero que o Barbosa se foda""
Eu trago a tropa toda, deixo a tua cota rota
Faço mossa, dou-te coça, tu sabes que um boss não poupa
Roubo-te a roupa e ponho um mic na mão
Rimo com aquela vibração que deixa a tua porca louca
Rappers apanham-me na rua
Perguntam-me se eu tenho beef com o Chulla
Nigga, eu não te pergunto porque
É que tu nem no teu bairro rulas
Porque é que os teus pais são escuros e tu saíste quase pula
Porque é que o teu álbum vende menos
Que a mixtape do Gula
Vê se vais procurar rubis no anús da tua mula
Antes que acabes expulso daqui como os tugas de Nampula
Tu não tens pedigree, larga o mic veste lingerie
Nigga, eu cuspo um bisturi p'á tua espinal medula
Outros dizem:
""Valete eu espanto-me com a tua notoriedade
Mal apareces na TV como é que tens tanta popularidade?""
Porque eu trago o discurso que agiganta a comunidade
E as rimas são flores belas que espancam sem piedade
Não compito com mc's só canto para a posteridade
Esses rappers são wannabees só cantam vulgaridades
Suplantam precaridade, transplantam identidades
Descambam, encantam wacks com mediocridade
Eu cuspo grosso até a dormir como os niggas dos Olivais
Tu nem sequer sabes cuspir, pareces as tias de Cascais
Nigga, mostra credenciais e traz a rima bem posta
E composta como os mais reais
Os verdadeiros tropas, hip-hoper's são horizontais
A gente leva as nossas frotas engenhocas p'os arsenais
Propostas para batalhas, só idiotas e surreais
Porque p'os rivais acaba sempre em derrotas e funerais
Tu não és rapper, bro, és só uma boca vaga
És um Zé Castelo Branco com roupa larga
Veste outra farda, niggas esse teu flow desagrada
Já no futebol eu era o Oceano, tu eras o Gota d'Água
Sopa amarga, alguém rogou-te praga
O teu patrocínio já me ouviu, tens que arranjar outra marca
Isso é pouco ou nada, nigga, tenta outra vaga
Eu só dou props à tua shawty ela toda desaforada
Louca e depravada, suga o meu pau e fica rouca e engasgada
Toda estrangulada, tiro o gadget, digo: ""go go Nádia""
""Go go Nádia"" Sou o Pai Natal: ""Oh oh já tá""
""Oh no, pára, chama a po po""

Acaba com isso Viris, leva a cena a sério man

Se vieres à procura de aparato ou stress
E chegares aqui sem modos
Levas com sapatos, é melhor que tenhas reflexos
Como Geoge Bush
Levas com tijolos, segue os protocolos
Nigga eu 'tou muito longe, não enxergas, põe binóculos
Dizem que é injusto eu rappar
Porque sou muito mais que um Mc
Dizem que é injusto porque parece que sou de outra espécie
Se queres justiça pede a Deus p'a nos devolver a Maddie
E diz ao Cristiano p'a dar o prémio FIFA ao Messi

Ei yo, eu a partir de agora só cuspo cem barras
E não me venhas dizer que és Mc
Se só 'tás a meter dezesseis barras
Man, eu quero fazer sons com os niggas da nova escola
Tragam cem barras eu ponho outras cem
E embora fumar esses rappers, man
Isto é só o aquecimento niggas
O álbum está quase a chegar
O álbum está a ficar 'stupido
Depois do álbum vamos dar aquele mega concerto
Meu nigga Bónus chega no próximo mês
Adamastor 'tá em linha
Canal 115 a incendiar os palcos, man
Continuem a seguir as dicas
MySpace já 'tá com mais de um milhão de visitas
O movimento 'tá a ficar grande, niggas
Vocês sabem onde é que eu tenho de chegar, man
Vocês sabem
Um só caminho, Viris
Um só caminho, Viris
Um só caminho, Viris",,https://genius.com/Valete-10-anos-lyrics
26,Valete,Não Te Adaptes,Serviço Público,"Esta é a minha carta para ti mana, porque eu sinto a tua dor

Esta é a minha carta para ti mana, porque eu sinto a tua dor
Mesmo cercada pelo drama ainda emanas amor
Nesta sociedade machista que te chama burra inferior
Como se o machismo fosse algo inteligente e superior
Agora só vês esses empregos onde só te desvalorizas
E onde um bom currículo vale menos que boas medidas
Tu és diva, por isso não caias, faz por resistir
Tu nunca desceste uma cueca para o teu salário subir
E não invejes essas quarras com ganância na veia
Porque elas andam sempre de carro mas vão sempre de boleia
Elas entram em videoclips só para mostrar a peida
Elas fazem algum guito, mas só com a boca cheia
Tu és independente e tens requisitos de outro nível
Elas são independentes até terem um rico disponível
Desvia-te, não te adaptes, vem por esta via
Há mais fascínio nessa diferença que te caracteriza

Tu sabes, a vida é um combate
Luta, não digas que é tarde, ainda tens a segunda parte
Tu sabes, a vida é um combate
Luta, não digas que é tarde porque eu estou aqui do teu lado

A tua relação está feia
Antes era um conto de fadas
O teu homem é um player e joga sempre fora de casa
Estás caída no chão, perdida na frustração
Tu sabes, esses manos só amam até à ejaculação
Tu sabes, para eles relações só têm quecas e gemidos
Vivem aos zigue-zagues, desviando-se da seta do cupido
Envolvem-te em elogios e adornam com sorrisos
Roubam-te o coração e devolvem-to todo partido
Depois, tornam-se agressivos
Depois já sabes como é
Entre marido e mulher só tu comes porque ninguém mete a colher
E quando engravidares, eles já nem querem saber
Eles dizem-te que a semente é deles, mas que o problema é teu
Depois vais para a discoteca ver outro príncipe desencantado
Até podes ser Cinderela, mas já passou das 24
Mana, não te adaptes, vem por esta via
Há mais fascínio nessa diferença que te caracteriza

Tu sabes, a vida é um combate
Luta, não digas que é tarde, ainda tens a segunda parte
Tu sabes, a vida é um combate
Luta, não digas que é tarde porque eu estou aqui do teu lado

Tu sabes...",2006-10-05,https://genius.com/Valete-nao-te-adaptes-lyrics
27,Valete,Beleza Artificial,Educação Visual,,,https://genius.com/Valete-beleza-artificial-lyrics
28,Valete,Vampiris Parte 2,---,,,https://genius.com/Valete-vampiris-parte-2-lyrics
29,Valete,15 Segundos de Hugo Chavez,Serviço Público,"""Hay que ser radicales... Porque tenemos que ir a nuestras propias raíces, radicales. Esa palabra la han satanizado: ""ah, este es un radical"", y la han asimilado como el ""loco"", no, no, radical no es loco, yo soy un radical, radical, vamos a ser radicales, radicales en nuestros principios, bien enraizados, de ahí viene la palabra, de la raíz: radical, radicalmente revolucionario! Radicalmente humanista! Radicalmente comprometidos con la vida y con los pueblos!, cada día más radicales!""",2006-10-24,https://genius.com/Valete-15-segundos-de-hugo-chavez-lyrics
30,Valete,Nossos Tempos,Educação Visual,,,https://genius.com/Valete-nossos-tempos-lyrics
31,Valete,Os meus,Serviço Público,,2006-10-24,https://genius.com/Valete-os-meus-lyrics
32,Valete,À Noite,Educação Visual,"Andam na rua sem fazer barulho à noite
Vampiros e canibais mano só andam à noite
Gente equilibrada desequilibra-se à noite
À noite, à noite, à noite
É só para machos à noite
Gatilhos da polícia acordam sempre à noite
Ladrões, killers e dealers, man são filhos da noite
É melhor trazeres colete à prova de chumbo à noite
À noite, à noite, à noite
Vida é fodida, à noite

O sol desce
Dezanove horas a lua cresce
A temperatura arrefece
Mais uma vez a noite floresce
Melancolia, rua vazia
Monotonia na escuridão que traz a chave para fechar o dia
Sem energia a noite vem como comunas
Só ganha vida nas colunas das casas nocturnas
Com turmas pluriculturais ruidosas como tunas
À noite visitas aos subúrbios são inoportunas
À noite passa-se tudo mas pshhh ninguém viu
Psicopatas coleccionam corpos no fundo do rio
Doentio, a noite liberta o espírito sombrio
E betas aristocratas são cadelas em fase de cio
Drogados em barracas vão retardando a ressaca
Macas carregam vítimas de balas e facas
É assim que acontece quando a cidade escurece
Até que a lua desce, sete horas o sol cresce

Andam na rua sem fazer barulho à noite
Vampiros e canibais mano só andam à noite
Gente equilibrada desequilibra-se à noite
À noite, à noite, à noite
É só para machos à noite
Gatilhos da polícia acordam sempre à noite
Ladrões, killers e dealers, man são filhos da noite
É melhor trazeres colete à prova de chumbo à noite
À noite, à noite, à noite
Vida é fodida à noite

Contacta com o ambiente nocturno, mas sê bem-comportado
Porque à noite polícias são hooligans mal humorados
Não é imposição da autoridade são satisfações pessoais
À noite, torturas medievais invejem os quadros policiais
Conseguirão eles baixar a criminalidade?
Jamais, todas as noites gatunos vêem buscar aumentos salariais
Movimentos ilegais movem-se com todo o aparato
À noite, os puros gangs são exércitos da NATO
Balas e pugilato
O crime não perde fluidez
Casas de narcóticos são hipermercados ao fim do mês
Vem a lua e vês a metamorfose dos seres vivos
À noite não há omnívoros só há ""alcoolívoros""
Depois as consequências já são de senso comum
Automóveis ligeiros são modelos de Fórmula 1
É viver ao pormenor, é adrenalina e suor
Prostitutas batem recordes em maratonas hardcore
Vitalidade mor, numa atmosfera hostil
Gays e transexuais fazem-se o seu 25 de abril
Rebelião na escuridão em todas as partes da nação
Skinheads na rua para baixar a taxa de imigração
Só à noite é que os meus negros vêem do emprego
E à noite é que esses negros vão ""pró"" emprego
Uma horinha de sossego pra ver TV e comer a janta
Mas TV's às horas nobres são pilhas de shopping center
Deus descansa e deixa a sua voz inactiva
E o Vaticano aproveita e faz masturbação colectiva..
(Yo, Valete, quem te mandou falar dessas coisas, man?
Quem te mandou?!)

Andam na rua sem fazer barulho à noite
Vampiros e canibais mano só andam à noite
Gente equilibrada desequilibra-se à noite
À noite, à noite, à noite
É só para machos à noite
Gatilhos da polícia acordam sempre à noite
Ladrões, killers e dealers, man são filhos da noite
É melhor trazeres colete à prova de chumbo à noite
À noite, à noite, à noite
Vida é fodida à noite

Tem cuidado...",,https://genius.com/Valete-a-noite-lyrics
33,Valete,A Vida Dos Outros,Hip-Hop Series Vol.4 ,,2012-06-12,https://genius.com/Valete-a-vida-dos-outros-lyrics
34,Valete,Ele & Ela,Educação Visual,"Ele ela, ele ela, ele hey ele ela
Ele ela, ele ela ele hey ele ela
Ele ela, ele ela hey ele ela
Cago nele, cago nela

É um mulher-chamariz, é ele que empina o teu nariz
É ele que determina a forma como tu sorris
Deixa a tua pose relaxada, tua voz amplificada
Por ele, fêmeas alargam vaginas à beira da estrada
Quando ele acaba, os teus dias são melodramas
Por ele certos tipos traficam morte em gramas
É ele que traz falsos amigos e amigos separa
Por eles manos encostam revolveres na tua cara
Ele dá-te independência, arrogância, prepotência
És réu no tribunal com ele toma pena suspensa
Ele traz novos tios, novos primos com ares inofensivos
Porque tens ele, as tuas damas furam-te preservativos
É ele que materializa a tua ânsia de materialismo
Aqueles a quem ele nunca se mostra aderem ao marxismo
É por não ter ele que vou sabendo quem são os meus
E é por ele que multiplicam-se os mensageiros de Deus
Consensual, o tal, venerada à escala universal
Por ele os teus ídolos aliaram a alma na indústria musical
Este álbum surge assim num molde nada usual
Porque abdica dele e eleva o capital intelectual

Ele ela, ele ela, ele hey ele ela
Ele ela, ele ela ele hey ele ela
Ele ela, ele ela hey ele ela
Cago nele, cago nela

Ela é o sonho de todos os jovens desde a pré-adolescência
És o alvo da tua inocência, põe o teu ego em transcendência
Retira-te a coerência, fracciona a tua arrogância
E com ela apagas da memória todos os amigos de infância
Dá-te a certa inconstância, poupa em circunstância
Por ela valores morais são deixados à distância
É tudo pela presença, da rádio, Tv e imprensa
24 horas por dia a agir por conveniência
Demasiada auto-confiança, já não exige mudança
É só por causa dela pensas que o teu mundo avança
Perdes veracidade, espontaneidade, identidade
A tua vida é de todos, agora partilhas privacidade
Com ela, verás como é que os papparazzis circulam
E verás também como é que os invejosos actuam
Com ela o povo dá-te respeito e veneração doentia
Pitas em gritaria, correria quando passas na via
Gente que não te curtia aproxima-se de ti só por causa dela
E com ela não conhecerás mulheres, apenas cadelas
Não é por teres ela que te tornas VIP
És iludido por pseudo-VIP's que passam na Tv (Vips)
São pessoas inteligentes com obras de meritórias
Que através de talento registam o seu nome na história
De infinita glória sem necessidade de tempo de antena
Só correm por coisas grandes e ela é muito pequena

Ele ela, ele ela, ele hey ele ela
Ele ela, ele elaele hey ele ela
Ele ela, ele ela hey ele ela
Cago nele, cago nela

And let everybody know I can't be stopped",,https://genius.com/Valete-ele-and-ela-lyrics
35,Valete,Coisas do Género,Serviço Público,"*Toque de telemovel*

-'Tou?
-'Tou Valete?
Quem fala?
Daqui é o Galy, se calhar nem me conheces n'é, mas...
Ya, não tou a ver boy
Curti do teu albúm ""Educação Visual"" mas...
Ah okok..
Tenho mesmo que dizer mano foda-se, sei que 'tás a gravar um albúm novo...
Ya ya
Como é que é man? Tens que acabar com esse mambo aí do do ""underground"" e liricismo... qu'é isso man? 'Tá a brincar ou quê? Isso já acabou 'pá! Já é do passado man, agora o pessoal quer é curtir e festa mano
Ah é?
Epá, faz sons do género ""vamos curtir, hey, vamos dançar, hey!"" (Valete ri-se) 'Tás a ver? Assim coisas do género p'as mulheres também saltarem, vês tangas no ar e soutiens e coisas do género, 'tás a ver?
'Tou a ver
(Valete desliga telemóvel)
V- Tsc... Pimbos do caralho...",2006-10-24,https://genius.com/Valete-coisas-do-genero-lyrics
36,Valete,Vampiris (parte 1),---,"No outro dia eu 'tava a ouvir a rádio
E o nigga que 'tava a ser entrevistado disse a certa altura
""O Valete é um wack mc""
Até o próprio locutor da rádio ficou dois minutos sem falar, man
O gajo ficou parvo, nigga
Tu ouviste bue haters a falar mal de mim (bue)
Mas nenhum deles teve coragem de dizer que o Valete é wack
Tu foste longe de mais nigga, blasfemaste feio
Vai ver a história, nigga
Vê as credênciais
Foda-se, vocês querem sempre tirar o pior dum nigga
Querem sempre ver o lado mais sombrio de um nigga
Tu queres andar espirítual
Mas niggas querem sempre ver o T-Rex que tens dentro de ti
Mother fuckers
Vamos fazer assim, nigga
Eu sei que fizeste essa merda p'a chamar à atenção
Mas eu não te vou beefar como tu querias
Eu tenho que respeitar a constituição do rap
Pesos pesados nunca podem beefar com pesos plumas
Mas eu vou-te deixar aqui cem barras
Para tu nunca mais dizeres que o Valete é wack, man
(Nunca mais man)
Depois eu quero que tu cuspas cem barras
E que tu proves que és um bom mc
Era assim que se fazia na velha escola, man
Não era falar muito, era cuspir
Deixa de ter inveja do brilho de um gajo, man
Não fala muito põe cem barras
E todos esses haters
Não falem muito ponham cem barras
Foda-se
Não fala muito põe cem barras

Man, um nigga nem queria fazer essa merda, mas enfim
Camon man
Desde o 25 de abril que manos só dizem calamidades
Usam a liberdade de expressão só p'a dizer barbaridades
Atordoados, manos sem capacidades
Ficam todos abananados porque eu sou paparicado (jealous)
Não há 25 de abril p'ra esses cromos
Próxima vez que abrires a boca levas com a PIDE nos cornos
Nem sei porque é que ligas microfones
P'ós mil niggas da tua liga basta o vi e o Bónus (basta)
Dizeres que o valete é wack
É o mesmo que difamares o Dalai Lama no meio do Tibete
É o mesmo que dizeres que o Adamastor
Canta por fama e por cheques
Que eu não parti a tua dama em Alfama em 2007
Valete é transcendência eloquência que os rappers queriam ter
A ciência da imponência lírica e ciência, impotência
Sapiência empírica jurisprudência no rap tuga
Referência da inteligência que carimba essa diferença absurda
Queres valete vê as insignias no além
Junta os teus mc's favoritos e multiplica por cem
Não entendem como é que saem as dicas do brain
Eu sou tão grande e dominante nem caibo em vinte Hall Of Fames
Traz a tua crew, faz macumba ou voodoo
Vem com judo mas sabes que ficas aquém
Não insistas, nao resistas
Reconhece, ajoelha-te e diz amén
Senão és comido como as outras chicas do meu Harém
Se disseres que o Valete é wack em frente do Sam
Ele vai escarrar na tua cara ate te fazer uma geme
Vai-te mostrar 700 horas de improvisos em jam's
Até ficares todo rendido e histérico como uma sirene, fucker
Por isso não tentes encrencas, há stress a gente enfrenta
Tu 'tás a 150, eu 'tou a 360
A gente só se enfim lamenta
Com esse rap ninguém te aguenta
Sem sal e sem pimenta se não tens não tentes inventar
'Tu és mau à brava, mas sabes que aqui cais
Tu cospes palavras eu faço recitais
Tu nem andavas já abafava rivais
Metade desses álbuns tugas eu faria em freestyles
Vendi seis mil sem promo e um clip wack
Nem fiz concertos, mas foi estrondoso o feedback
Mesmo assim dizes patetices à pivete
És burro não tens nada na cabeça como Skinheads
Comecei sem ilusões, nem expectativas
Conquistei populações com narrativa exclusivas pisam
Mas ninguém pára o patrono desta ofensiva
Sa'foda a rádio eu faço promo com saliva
Eu sou o tom da alternativa, trago o som da lenda viva
Tenho o dom da rima ativa eu assombro non-believers
Tu aqui não rondas com essas ondas negativas
Porque eu amedronto-te com o estrondo da minha ogiva
Haters, andam todos fodidos com o mito do Valete
E que eu abri uma panificadora com o guito do rap
Essa guita vem do skill não chegou de graça
Tu com esse teu skill nem compras uma carcaça
E não interrompas esta saga, ouve as bombas que a gente larga
Encatombos na tua casa vê se te escondes desta praga
Foges p'a quê? Somos como sondas da NASA
A gente deteta só sobra escombros mai' nada
Tu dás graça, como esses rappers ridículos
Que bifam o Viris aflitos à espera de serem respondidos
""Valete eu sou teu fã serás sempre o meu ídolo
Eu só te beefei p'a ficar mais conhecido""
E quê nigga? Querias que eu te desse uma resposta
Nem que viesses com a peida tipo ex dama do nigga Coca
Nem que eu fosse um árbitro e tu fosses o Pinto da Costa
Idiota, vens bifar o Viris com esse rap de bosta
Enxerga-te nigga, tu és caca ninguém te liga
Eu p'a bifar com um nigga tinha de ser o Pac ou Giga
Eu não ponho o meu pau nessa tua rata ferida
Eu nem sei nadar, mas sou o que melhor Rapublica
É melhor trazeres matracas, facas, estacas balas
Porque com barras p'a beefares com o Valas tens que ser suicída
Raka, só das barraca, não dás pica
Armas-te em acrobata, sais de maca e sem guita, homes
És parasita, nigga tu só cospes miaka
Não autogras, vê se limpas essa baba
Não acreditas que eu sou revolucionário como Zapata
Vai ver a revolução que eu fiz lá na peida da tua cabra
Ela gritava ""V, eu sei que eu sou uma kuarra
Larga, aleija-me, não pára, larga meita na minha cara
V, deixa-me chupar a tua vara
Porque o meu nigga só se queixa não me ampara""
Não tens o estilo africano
Não me queiras ver com a tua dama aquela merda é picante
É excitante, tu nesse rap, aspirante
Tu nem serias fat com o estomago do Big Pun
Eloquente de calças largas chama-me Obama dred
Eu até seria fat no estômago da Dama Bete
Eu faço Osama rap, não faço o que a fama pede
E 'tou na cama a ver quanto é que a mama da tua dama mede
Já 'tás à nora dá de fuga
Baza e evapora porque é hora do sanguessuga, Vampiris
Agora implora por ajuda e decora o slogan
V, a banda sonora do rap tuga
Vampiris, a banda sonora do rap tuga
Vampiris
Vampiris

Não me voltem a atiçar mais, man
Da próxima vez que me atiçarem
Eu prometo que vou trazer mil barras
Man, agora acho que foram cem
Da próxima eu vou trazer mil barras
Viris é crazy, man

Niggas agora é só bla bla, falam bue
São chatos como caralho nunca largam do meu pé
Vêm com dicas p'a atiçar o Vampiris
Mas cuidado que um dia acaba essa fé (cuidado nigga)
Niggas agora é só bla bla, falam bue
São chatos como caralho nunca largam do meu pé
Vêm com dicas p'a atiçar o Vampiris
Mas cuidado que um dia acaba essa fé (cuidado nigga)",,https://genius.com/Valete-vampiris-parte-1-lyrics
