,term,description,level,synonym,scale
1232,dar de barato,"embora seja questionável, não pôr em causa",none, não levantar objeções,0
1233,,confrontar-se diretamente com _,none,,0
1234,dar de chapa,,none,none,0
1235,dar de frosques,"fugir, afastar-se (de alguém ou de situação problemáticas) ", coloquial," dar ares de Vila Diogo; dar à sola; dar de trancas; cavar; pirar-se; fugir; vazar; pôr-se no piro;
          pôr-se na alheta; pôr-se nas andadeiras; pôr-se ao fresco; pôr-se a mexer; pôr-se a bulir; pôr-se a
          milhas; pôr-se a andar; cair fora; mandar-se; mostrar as ferraduras; ralar peito; picar a mula;
          escafeder-se; acunhar; pisar fundo",1
1236,dar pérolas a porcos,(tratar muito bem|dar alguma coisa a alguém) quem não sabe apreciar,none, mais vale sustentar burros a pão de ló,0
1237,dar de mão,,none,none,0
1238,dar de si,,none,none,0
1239,dar de trancas,"fugir, afastar-se (de alguém ou de situação problemáticas) ", coloquial," dar ares de Vila Diogo; dar à sola; dar de frosques; cavar; pirar-se; fugir; vazar; pôr-se no piro;
          pôr-se na alheta; pôr-se nas andadeiras; pôr-se ao fresco; pôr-se a mexer; pôr-se a bulir; pôr-se a
          milhas; pôr-se a andar; cair fora; mandar-se; mostrar as ferraduras; ralar peito; picar a mula;
          escafeder-se; acunhar; pisar fundo",1
1240,dar de trombas com,encontrar-se imprevistamente com alguém,none,none,0
1241,dar dois dedos de conversa,,none, dar duas palavrinhas; por a conversa em dia; dar duas de conversa; bate-papo,0
1242,dar duas de conversa,,none, dar dois dedos de conversa; dar duas palavrinhas; por a conversa em dia; bate-papo,0
1243,dar duas palavrinhas,,none, dar dois dedos de conversa; por a conversa em dia; dar duas de conversa; bate-papo,0
1244,dar em chalado,patt:,none,none,0
1245,dar em cheio,"adivinhar, acertar com muita precisão",none," acertar em cheio; acertar na mosca; acertar na lata; acertar na muche; acertar no olho do mosquito
        ",0
1246,dar em nada,"não se realizar, ao contrário do esperado",none, ficar em águas de bacalhau; acabar em pizza; não chegar a bom termo,0
1247,dar espectáculo,"dar nas vistas, fazer algo de um modo fantástico",none,none,0
1248,dar a mão à palmatória,reconhecer o erro,none,none,0
1249,dar a mão,patt:,none,none,0
1250,dar faísca,,none,none,0
1251,dar fiasco,"falhar, ser um fiasco",none, dar raia; dar asneira; dar zebra,0
1252,dar frutos,obter resultados com consequência,none,none,0
1253,dar gasosa,&bullet; dar gratificações ou subornos,none, untar as mãos; dar luvas; untar as unhas de; molhar a mão; curuca,0
1254,dar graxa,adular,none,none,0
1255,dar jeito,"ser conveniente,",none,none,0
1256,dar largas,,none,none,0
1257,dar um enxerto de porrada,é um:,none,none,0
1258,dar com o chinelo,"bater, normalmente usado como ameaça de punição didática",none, chegar a roupa ao pêlo; zupar,0
1259,dar um raspanete,patt:,none,none,0
1260,dar uma resposta torta,patt:,none,none,0
1261,dar uma trepa,patt:,none,none,0
1262,dar um banho,patt:,none,none,0
1263,dar um puxão de orelhas,castigar ou repreender alguém,none,none,0
1264,dar um toque,abalroamento ligeiro entre automóveis,none,none,0
1265,dar-lhe aço,ter relações sexuais, calão,,2
1266,dar-lhe a filoxera,&bullet; desmaiou ou ficou doente de repente,none," dar o badagaio; dar o berro; dar-lhe um chilique; dar-lhe a macacoa; dar-lhe um xilique; dar-lhe o
          beri-béri; dar-lhe o fanico; dar-lhe o trangulomango; treco-lareco; piripaque; estar a dar as
          últimas",0
1267,dar-lhe a macacoa,&bullet; desmaiou ou ficou doente de repente,none," dar o badagaio; dar o berro; dar-lhe um chilique; dar-lhe um xilique; dar-lhe o beri-béri; dar-lhe
          o fanico; dar-lhe a filoxera; dar-lhe o trangulomango; treco-lareco; piripaque; estar a dar as
          últimas",0
1268,dar-lhe a valer,bater-lhe,none,none,0
1269,dar-lhe na cachimónia,lembrar-se (irracionalmente) de fazer algo imprevisto,none, dar na telha; dar-lhe para ali; dar-lhe na real gana,0
1270,dar-lhe na real gana,lembrar-se (irracionalmente) de fazer algo imprevisto,none, dar-lhe na cachimónia; dar na telha; dar-lhe para ali,0
1271,dar-lhe o beri-béri,&bullet; desmaiou ou ficou doente de repente,none," dar o badagaio; dar o berro; dar-lhe um chilique; dar-lhe a macacoa; dar-lhe um xilique; dar-lhe o
          fanico; dar-lhe a filoxera; dar-lhe o trangulomango; treco-lareco; piripaque; estar a dar as últimas
        ",0
1272,dar-lhe o lâmpedo,"&bullet; desapareceu definitivamente, sumiu-se",none, ir à viola; foi à vela; dar o triste pio; foi para o maneta,0
1273,piripaque,&bullet; desmaiou ou ficou doente de repente,none," dar o badagaio; dar o berro; dar-lhe um chilique; dar-lhe a macacoa; dar-lhe um xilique; dar-lhe o
          beri-béri; dar-lhe o fanico; dar-lhe a filoxera; dar-lhe o trangulomango; treco-lareco; estar a dar
          as últimas",0
1274,dar-lhe o trangulomango,&bullet; desmaiou ou ficou doente de repente,none," dar o badagaio; dar o berro; dar-lhe um chilique; dar-lhe a macacoa; dar-lhe um xilique; dar-lhe o
          beri-béri; dar-lhe o fanico; dar-lhe a filoxera; treco-lareco; piripaque; estar a dar as últimas
        ",0
1275,treco-lareco,&bullet; desmaiou ou ficou doente de repente,none," dar o badagaio; dar o berro; dar-lhe um chilique; dar-lhe a macacoa; dar-lhe um xilique; dar-lhe o
          beri-béri; dar-lhe o fanico; dar-lhe a filoxera; dar-lhe o trangulomango; piripaque; estar a dar as
          últimas",0
1276,dar-lhe o fanico,&bullet; desmaiou ou ficou doente de repente,none," dar o badagaio; dar o berro; dar-lhe um chilique; dar-lhe a macacoa; dar-lhe um xilique; dar-lhe o
          beri-béri; dar-lhe a filoxera; dar-lhe o trangulomango; treco-lareco; piripaque; estar a dar as
          últimas",0
1277,dar-lhe para ali,lembrar-se (irracionalmente) de fazer algo imprevisto,none, dar-lhe na cachimónia; dar na telha; dar-lhe na real gana,0
1278,dar-lhe uma branca,esquecer-se momentaneamente de algo que se conhece bem,none,none,0
1279,dar-lhe uma ensaboadela,"ensinar, estudar, relembrar",none, refrescar as ideias,0
1280,furrica,diarreia,none, estar com a caganeira; pintar a sanita; desarranjo dos intestinos; furriqueira; desventria,0
1281,dar-lhe um chilique,&bullet; desmaiou ou ficou doente de repente,none," dar o badagaio; dar o berro; dar-lhe a macacoa; dar-lhe um xilique; dar-lhe o beri-béri; dar-lhe o
          fanico; dar-lhe a filoxera; dar-lhe o trangulomango; treco-lareco; piripaque; estar a dar as últimas
        ",0
1282,dar-lhe um xilique,&bullet; desmaiou ou ficou doente de repente,none," dar o badagaio; dar o berro; dar-lhe um chilique; dar-lhe a macacoa; dar-lhe o beri-béri; dar-lhe o
          fanico; dar-lhe a filoxera; dar-lhe o trangulomango; treco-lareco; piripaque; estar a dar as últimas
        ",0
1283,dar luz verde,"concordar, aprovar, dar autorização",none, dar carta branca; plenos poderes,0
1284,dar um tiro no pé,prejudicar-se a si próprio,none,none,0
1285,dar um toque,"avisar alguém que algo está a acontecer, ou que estámos à espera dele",none,none,0
1286,dar-me cabo da troika,algo que é uma grande preocupação, coloquial, de pôr a cabeça em água; ser uma dor de cabeça; fazer os cabelos brancos,1
1287,dar mel pelos beiços,"elogiar, lisonjear exageradamente alguém",none,none,0
1288,dar mostras,,none,none,0
1289,dar música,,none,none,0
1290,dar na bolha,,none,none,0
1291,dar na mesma,,none,none,0
1292,dar nas vistas,tornar-se notado,none, escandalizar,0
1293,dar na telha,lembrar-se (irracionalmente) de fazer algo imprevisto,none, dar-lhe na cachimónia; dar-lhe para ali; dar-lhe na real gana,0
1294,dar nela,copular,none, saltar-lhe na pachacha,0
1295,dar nome às vacas,identificar cuidadosamente e inequivocamente os objectos em causa,none,none,0
1296,dar no pé,"sair, fugir",none, ir peneirar o fraque; bater em retirada,0
1297,dar o arroz,"&bullet; punir, sovar, castigar",none,,0
1298,dar o assunto por encerrado,não falar mais de um assunto,none, enterrar o assunto,0
1299,dar o berro,&bullet; desmaiou ou ficou doente de repente,none," dar o badagaio; dar-lhe um chilique; dar-lhe a macacoa; dar-lhe um xilique; dar-lhe o beri-béri;
          dar-lhe o fanico; dar-lhe a filoxera; dar-lhe o trangulomango; treco-lareco; piripaque; estar a dar
          as últimas",0
1300,dar o braço a torcer,admitir o erro,none,none,0
1301,dar o corpo ao manifesto,patt:,none,none,0
1302,dar o couro às vacas,"morreu, faleceu", calão," bater a bota; bater o cachimbo; bater a caçoleta; bater o cacau; esticar o pernil; ir para a terra
          da verdade; ir para o céu; ir para o beleléu; ir para o jardim das tabuletas; ir para a quinta dos
          pés juntos; ir para os anjinhos; ir às malvas; passar desta para melhor; quinar; dar o peido mestre;
          dormir o sono eterno; descanso eterno; dar o último suspiro; abotoar o paletó; entregar a alma a
          Deus; fazer viagem sem chapéu; finar-se; anafragar; estertorar; marchar; virar presunto; partir
          deste mundo",2
1303,dar o cu,fazer sexo homossexual (no caso dos homens) ou sexo anal (no caso das mulheres) , calão carroceiro," cagar para dentro; cavalgar a jibóia; abusar da maçaneta; levar na anilha; tirar leito do pau;
          queimar rosca",3
1304,dar o cu e cinco tostões por,"gostar tanto de algo que se fará tudo para o ter, gostar muito", calão,none,2
1305,dar o dito por não dito,não cumprir o prometido,none, fazer marcha atrás; voltar com a palavra atrás; faltar à palavra,0
1306,dar o doce,"casar, ir viver junto com alguém",none, juntar os trapinhos; dar o nó; amarrar pano; dar o sim; viver de casa e pucarinho,0
1307,dar o exemplo,,none,none,0
1308,dar o flanco,,none,none,0
1309,dar o fora,terminar uma relação amorosa,none, dar o rebenta,0
1310,dar o golpe do baú,burla,none,none,0
1311,dar o grito do Ipiranga,libertar-se*,none,none,0
1312,dar o laço,,none,none,0
1313,dar o lamiré,ajudar ao início,none, dar o tom; dar o mote,0
1314,dar o litro,"esforçar-se, trabalhar intensamente",none, ser um moiro do trabalho,0
1315,dar o mote,ajudar ao início,none, dar o lamiré; dar o tom,0
1316,dar o nó,"casar, ir viver junto com alguém",none, juntar os trapinhos; dar o doce; amarrar pano; dar o sim; viver de casa e pucarinho,0
1317,dar o peido mestre,"morreu, faleceu", calão," bater a bota; bater o cachimbo; bater a caçoleta; bater o cacau; esticar o pernil; ir para a terra
          da verdade; ir para o céu; ir para o beleléu; ir para o jardim das tabuletas; ir para a quinta dos
          pés juntos; ir para os anjinhos; ir às malvas; passar desta para melhor; quinar; dormir o sono
          eterno; descanso eterno; dar o último suspiro; dar o couro às vacas; abotoar o paletó; entregar a
          alma a Deus; fazer viagem sem chapéu; finar-se; anafragar; estertorar; marchar; virar presunto;
          partir deste mundo",2
1318,dar o pontapé de saída,dar início a,none, dar o primeiro passo,0
1319,dar o primeiro passo,dar início a,none, dar o pontapé de saída,0
1320,dar o rebenta,terminar uma relação amorosa,none, dar o fora,0
1321,dar o salto,,none,none,0
1322,dar os bons-dias,cumprimentar,none,none,0
1323,dar o sim,"casar, ir viver junto com alguém",none, juntar os trapinhos; dar o nó; dar o doce; amarrar pano; viver de casa e pucarinho,0
1324,dar os últimos toques,"terminar, dar o acabamento final",none,none,0
1325,dar o tiro de misericórdia,patt:,none,none,0
1326,dar o tom,ajudar ao início,none, dar o lamiré; dar o mote,0
1327,dar o triste pio,"&bullet; desapareceu definitivamente, sumiu-se",none, dar-lhe o lâmpedo; ir à viola; foi à vela; foi para o maneta,0
1328,dar troco,"&bullet; dar conversa, responder",none, não dar bola,0
1329,dar o nó cego,"ideia ou situação baralhadora, difícil de entender e de digerir",none, dar volta ao miolo,0
1330,dar luvas,&bullet; dar gratificações ou subornos,none, untar as mãos; untar as unhas de; molhar a mão; curuca; dar gasosa,0
1331,dar palmadinhas nas costas,,none,none,0
1332,dar palminhas,,none,none,0
1333,dar para os gastos,suficiente mas com pouco folga,none, ganhar para os alfinetes,0
1334,dar para o torto,,none, correr mal,0
1335,dar para trás,"rebater, contrariar, criticar",none,none,0
1336,dar parte,,none,none,0
1337,dar pela marosca,aperceber-se que algo (normalmente algo de enganador ou de mau) está a acontecer,none, dar por ela; dar por isso,0
1338,dar por ela,aperceber-se que algo (normalmente algo de enganador ou de mau) está a acontecer,none, dar pela marosca; dar por isso,0
1339,dar por isso,aperceber-se que algo (normalmente algo de enganador ou de mau) está a acontecer,none, dar pela marosca; dar por ela,0
1340,dar-se como o cão e o gato,diz-se de pessoas que se dão mal,none, dar-se como cães,0
1341,dar pulso livre,,none,none,0
1342,dar que falar,,none,none,0
1343,dar raia,"falhar, ser um fiasco",none, dar fiasco; dar asneira; dar zebra,0
1344,dar rédea larga,,none, solta,0
1345,dar satisfações,justificar-se; explicar,none, prestar contas,0
1346,dar-se à luz,tornar-se sócio ou adepto do Benfica,none, encarnar; lampiar,0
1347,dar-se ao luxo,,none,none,0
1348,dar-se ao trabalho,,none,none,0
1349,dar-se ares,postura snob,none,none,0
1350,dar sebo nas botas,,none,none,0
1351,dar-se como cães,diz-se de pessoas que se dão mal,none, dar-se como o cão e o gato,0
1352,dar-se como Deus com os Anjos,diz-se de pessoas que se dão muito bem,none,none,0
1353,dar sentenças,"ser muito opinativo, sem que se lhe reconheça capacidade ou autoridade para tal", coloquial, arrotar postas de pescada; cagar sentenças,1
1354,dar o ouro ao bandido,"fazer algo que nos prejudica, em benefício dos adversários",none,none,0
1355,dar sinal,,none,none,0
1356,dar sinal de si,,none,none,0
1357,dar o último suspiro,"morreu, faleceu",none," bater a bota; bater o cachimbo; bater a caçoleta; bater o cacau; esticar o pernil; ir para a terra
          da verdade; ir para o céu; ir para o beleléu; ir para o jardim das tabuletas; ir para a quinta dos
          pés juntos; ir para os anjinhos; ir às malvas; passar desta para melhor; quinar; dar o peido mestre;
          dormir o sono eterno; descanso eterno; dar o couro às vacas; abotoar o paletó; entregar a alma a
          Deus; fazer viagem sem chapéu; finar-se; anafragar; estertorar; marchar; virar presunto; partir
          deste mundo",0
